,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,degree_F,degree_M,priors_count,juv_fel_count,juv_misd_count,age,two_year_recid
1381,1,0,1,0,0,0,0,0,1,0,2,0,0,31,0
1382,1,0,0,0,1,0,0,0,0,1,7,0,0,33,0
1383,0,1,1,0,0,0,0,0,1,0,1,0,0,32,1
1384,1,0,0,0,1,0,0,0,0,1,0,0,0,46,1
1385,0,1,0,0,0,1,0,0,1,0,0,0,0,22,0
1386,0,1,1,0,0,0,0,0,1,0,8,0,0,37,1
1387,1,0,0,0,1,0,0,0,1,0,6,0,0,32,1
1388,1,0,1,0,0,0,0,0,1,0,2,0,0,23,1
1389,0,1,0,0,1,0,0,0,1,0,0,0,0,21,0
1390,0,1,0,0,0,0,0,1,1,0,2,0,0,52,0
1391,0,1,0,0,1,0,0,0,0,1,2,0,0,49,0
1392,0,1,0,0,1,0,0,0,1,0,3,0,0,55,1
1393,0,1,1,0,0,0,0,0,1,0,0,0,0,22,0
1394,0,1,0,0,0,1,0,0,1,0,0,0,0,45,0
1395,1,0,1,0,0,0,0,0,1,0,7,0,0,31,1
1396,0,1,0,0,1,0,0,0,0,1,0,0,0,22,1
1397,0,1,1,0,0,0,0,0,0,1,5,0,0,28,0
1398,0,1,1,0,0,0,0,0,1,0,1,0,0,21,1
1399,0,1,0,0,0,1,0,0,0,1,2,0,0,37,0
1400,0,1,1,0,0,0,0,0,1,0,21,0,2,30,1
1401,0,1,1,0,0,0,0,0,1,0,13,0,0,22,1
1402,0,1,1,0,0,0,0,0,1,0,23,0,1,35,1
1403,0,1,1,0,0,0,0,0,1,0,11,2,1,28,0
1404,0,1,1,0,0,0,0,0,1,0,1,0,0,24,0
1405,0,1,1,0,0,0,0,0,1,0,24,1,3,32,1
1406,1,0,1,0,0,0,0,0,1,0,1,0,0,24,0
1407,0,1,1,0,0,0,0,0,1,0,19,0,0,57,0
1408,0,1,0,0,0,0,0,1,0,1,0,0,0,21,0
1409,0,1,0,0,1,0,0,0,1,0,0,0,0,28,0
1410,0,1,0,0,1,0,0,0,0,1,0,0,0,51,0
1411,0,1,1,0,0,0,0,0,0,1,0,0,0,26,1
1412,0,1,1,0,0,0,0,0,1,0,0,0,0,20,1
1413,0,1,1,0,0,0,0,0,0,1,6,0,1,25,0
1414,0,1,0,0,1,0,0,0,0,1,0,0,0,19,1
1415,0,1,0,0,1,0,0,0,1,0,1,0,0,49,1
1416,0,1,1,0,0,0,0,0,0,1,27,0,0,57,0
1417,1,0,1,0,0,0,0,0,0,1,0,0,0,27,0
1418,0,1,0,0,1,0,0,0,0,1,1,0,0,66,0
1419,0,1,0,0,1,0,0,0,1,0,0,0,0,21,0
1420,0,1,0,0,1,0,0,0,1,0,1,0,0,45,0
1421,0,1,1,0,0,0,0,0,1,0,24,2,3,37,0
1422,0,1,0,0,1,0,0,0,1,0,13,0,0,44,1
1423,0,1,1,0,0,0,0,0,1,0,0,0,0,64,0
1424,0,1,1,0,0,0,0,0,1,0,1,0,0,30,1
1425,0,1,1,0,0,0,0,0,0,1,1,0,0,61,0
1426,1,0,0,0,1,0,0,0,1,0,8,0,0,49,0
1427,0,1,1,0,0,0,0,0,1,0,0,0,0,23,0
1428,0,1,0,0,1,0,0,0,1,0,0,0,0,21,1
1429,1,0,0,0,1,0,0,0,1,0,2,0,0,30,1
1430,0,1,0,0,0,1,0,0,0,1,7,0,0,26,0
1431,0,1,0,0,0,0,0,1,0,1,3,0,0,35,1
1432,0,1,1,0,0,0,0,0,0,1,2,0,0,27,0
1433,0,1,0,0,1,0,0,0,0,1,1,0,0,38,0
1434,0,1,1,0,0,0,0,0,1,0,14,0,0,48,1
1435,0,1,0,0,1,0,0,0,0,1,0,0,0,26,0
1436,0,1,1,0,0,0,0,0,1,0,4,0,1,24,1
1437,1,0,1,0,0,0,0,0,1,0,2,0,0,28,1
1438,1,0,0,0,1,0,0,0,1,0,4,0,0,44,1
1439,0,1,0,0,1,0,0,0,1,0,2,0,0,23,0
1440,1,0,0,0,1,0,0,0,1,0,1,0,0,34,1
1441,0,1,0,0,1,0,0,0,1,0,1,0,1,20,1
1442,0,1,0,0,0,0,0,1,1,0,23,0,0,63,1
1443,1,0,1,0,0,0,0,0,0,1,0,0,0,36,0
1444,0,1,0,0,1,0,0,0,1,0,1,0,0,58,0
1445,1,0,0,0,1,0,0,0,1,0,4,0,0,35,0
1446,0,1,1,0,0,0,0,0,1,0,3,0,0,23,0
1447,0,1,0,0,1,0,0,0,1,0,1,0,0,40,0
1448,0,1,0,0,0,1,0,0,1,0,3,0,0,31,0
1449,1,0,0,0,0,1,0,0,1,0,5,0,0,34,0
1450,0,1,1,0,0,0,0,0,0,1,3,0,0,23,1
1451,0,1,0,0,1,0,0,0,0,1,0,0,0,27,1
1452,1,0,1,0,0,0,0,0,1,0,3,0,0,26,0
1453,0,1,1,0,0,0,0,0,1,0,1,0,0,49,0
1454,1,0,0,0,0,1,0,0,0,1,0,0,0,47,0
1455,0,1,1,0,0,0,0,0,1,0,6,0,0,47,0
1456,0,1,1,0,0,0,0,0,1,0,7,0,0,34,1
1457,0,1,1,0,0,0,0,0,1,0,10,0,0,27,0
1458,1,0,0,0,1,0,0,0,0,1,0,0,0,52,0
1459,0,1,1,0,0,0,0,0,0,1,0,0,0,26,1
1460,0,1,1,0,0,0,0,0,1,0,9,0,0,25,0
1461,0,1,1,0,0,0,0,0,1,0,1,0,0,51,0
1462,1,0,1,0,0,0,0,0,0,1,1,0,0,29,0
1463,0,1,0,0,1,0,0,0,1,0,0,0,0,46,0
1464,0,1,0,0,1,0,0,0,1,0,6,0,0,28,0
1465,0,1,1,0,0,0,0,0,1,0,0,0,0,57,0
1466,0,1,0,0,0,1,0,0,1,0,2,0,0,23,0
1467,0,1,1,0,0,0,0,0,1,0,27,0,0,34,1
1468,0,1,1,0,0,0,0,0,1,0,3,0,0,27,0
1469,0,1,1,0,0,0,0,0,0,1,7,0,0,25,1
1470,0,1,0,0,1,0,0,0,1,0,1,0,0,31,1
1471,0,1,1,0,0,0,0,0,1,0,8,0,0,37,0
1472,0,1,1,0,0,0,0,0,1,0,0,0,0,51,1
1473,0,1,1,0,0,0,0,0,1,0,8,0,1,28,0
1474,0,1,0,0,1,0,0,0,1,0,4,0,0,56,0
1475,0,1,1,0,0,0,0,0,1,0,15,0,0,45,1
1476,0,1,0,0,1,0,0,0,1,0,7,0,0,26,1
1477,0,1,0,0,1,0,0,0,1,0,7,0,0,33,1
1478,0,1,0,0,1,0,0,0,0,1,0,0,0,23,0
1479,0,1,1,0,0,0,0,0,0,1,0,0,0,31,0
1480,0,1,0,0,0,0,0,1,0,1,0,0,0,31,0
1481,0,1,0,0,0,1,0,0,1,0,1,1,0,19,0
1482,0,1,0,0,1,0,0,0,1,0,0,0,0,32,0
1483,0,1,0,0,1,0,0,0,0,1,1,0,0,30,1
1484,0,1,0,0,1,0,0,0,1,0,1,0,0,66,0
1485,1,0,1,0,0,0,0,0,1,0,0,0,0,40,0
1486,0,1,1,0,0,0,0,0,0,1,4,0,0,59,0
1487,0,1,1,0,0,0,0,0,0,1,3,0,0,27,0
1488,0,1,1,0,0,0,0,0,1,0,0,0,0,22,0
1489,0,1,0,0,1,0,0,0,1,0,1,0,0,58,0
1490,0,1,0,0,1,0,0,0,1,0,2,0,0,29,0
1491,0,1,1,0,0,0,0,0,1,0,0,0,0,27,1
1492,0,1,0,0,1,0,0,0,1,0,0,0,0,24,0
1493,1,0,0,0,1,0,0,0,1,0,3,0,1,35,0
1494,0,1,1,0,0,0,0,0,1,0,7,0,2,29,1
1495,0,1,1,0,0,0,0,0,1,0,5,1,0,30,1
1496,0,1,1,0,0,0,0,0,1,0,1,0,1,23,0
1497,0,1,0,0,1,0,0,0,1,0,2,0,0,32,1
1498,0,1,0,0,1,0,0,0,1,0,2,0,0,22,0
1499,0,1,1,0,0,0,0,0,0,1,0,0,0,21,0
1500,1,0,0,0,1,0,0,0,0,1,0,0,0,43,0
1501,0,1,1,0,0,0,0,0,1,0,0,0,0,29,0
1502,0,1,1,0,0,0,0,0,1,0,1,0,0,43,0
1503,0,1,1,0,0,0,0,0,1,0,1,0,0,25,0
1504,0,1,0,0,1,0,0,0,0,1,0,0,0,47,0
1505,1,0,1,0,0,0,0,0,1,0,0,0,0,21,0
1506,0,1,0,0,1,0,0,0,0,1,0,0,0,54,0
1507,0,1,1,0,0,0,0,0,1,0,3,0,0,34,1
1508,1,0,1,0,0,0,0,0,0,1,2,0,0,28,0
1509,1,0,0,0,1,0,0,0,1,0,4,0,0,53,1
1510,0,1,1,0,0,0,0,0,0,1,0,0,0,54,0
1511,0,1,0,0,0,1,0,0,1,0,3,0,0,37,1
1512,0,1,1,0,0,0,0,0,1,0,2,0,0,34,0
1513,1,0,0,0,1,0,0,0,1,0,0,0,0,60,1
1514,0,1,1,0,0,0,0,0,1,0,0,0,0,22,0
1515,0,1,1,0,0,0,0,0,1,0,3,0,0,51,0
1516,0,1,1,0,0,0,0,0,1,0,0,0,0,29,1
1517,0,1,1,0,0,0,0,0,0,1,5,0,0,28,0
1518,0,1,0,0,1,0,0,0,1,0,0,0,0,33,1
1519,0,1,0,0,1,0,0,0,0,1,4,0,0,43,0
1520,0,1,0,0,0,1,0,0,0,1,1,0,0,45,0
1521,0,1,0,0,1,0,0,0,1,0,5,0,0,32,1
1522,1,0,1,0,0,0,0,0,1,0,0,0,0,35,1
1523,0,1,1,0,0,0,0,0,1,0,1,0,0,23,1
1524,0,1,0,0,0,1,0,0,0,1,1,0,0,41,0
1525,0,1,0,0,0,0,0,1,1,0,24,20,0,25,1
1526,0,1,0,0,0,1,0,0,1,0,12,0,1,35,0
1527,0,1,1,0,0,0,0,0,1,0,4,0,0,25,1
1528,0,1,0,0,1,0,0,0,1,0,6,0,0,69,1
1529,0,1,0,1,0,0,0,0,0,1,0,0,0,24,0
1530,0,1,0,0,0,1,0,0,1,0,0,0,0,28,0
1531,0,1,1,0,0,0,0,0,1,0,23,0,0,47,1
1532,0,1,1,0,0,0,0,0,1,0,13,0,1,29,1
1533,0,1,1,0,0,0,0,0,1,0,9,0,0,26,1
1534,0,1,0,0,0,0,0,1,0,1,0,0,0,31,0
1535,0,1,0,0,1,0,0,0,1,0,0,0,0,28,0
1536,0,1,0,0,1,0,0,0,0,1,1,0,0,48,1
1537,0,1,0,0,1,0,0,0,0,1,0,0,0,44,0
1538,0,1,1,0,0,0,0,0,0,1,7,0,0,42,0
1539,0,1,1,0,0,0,0,0,1,0,5,0,0,39,0
1540,1,0,0,0,0,1,0,0,1,0,2,0,0,46,0
1541,0,1,0,0,1,0,0,0,0,1,0,0,0,55,0
1542,0,1,1,0,0,0,0,0,1,0,5,0,0,27,1
1543,1,0,0,0,1,0,0,0,0,1,0,0,0,31,0
1544,0,1,1,0,0,0,0,0,1,0,0,0,0,25,0
1545,0,1,0,0,1,0,0,0,0,1,6,0,0,32,0
1546,0,1,1,0,0,0,0,0,1,0,2,0,0,36,0
1547,0,1,1,0,0,0,0,0,1,0,3,0,0,21,1
1548,0,1,0,0,1,0,0,0,0,1,2,0,0,39,0
1549,1,0,1,0,0,0,0,0,0,1,0,0,0,26,0
1550,0,1,1,0,0,0,0,0,1,0,8,0,0,28,1
1551,0,1,0,0,1,0,0,0,0,1,2,0,0,67,1
1552,1,0,0,0,0,0,0,1,1,0,0,0,0,22,0
1553,0,1,0,0,1,0,0,0,0,1,3,0,0,37,0
1554,0,1,1,0,0,0,0,0,0,1,2,0,0,23,1
1555,1,0,1,0,0,0,0,0,0,1,14,0,0,49,1
1556,0,1,0,0,1,0,0,0,0,1,9,0,0,32,1
1557,0,1,0,0,1,0,0,0,0,1,9,0,0,41,0
1558,0,1,1,0,0,0,0,0,0,1,1,0,0,25,0
1559,0,1,0,0,1,0,0,0,0,1,0,0,0,58,0
1560,0,1,1,0,0,0,0,0,0,1,19,2,0,44,1
1561,0,1,1,0,0,0,0,0,1,0,1,0,0,28,0
1562,1,0,1,0,0,0,0,0,1,0,0,0,0,39,1
1563,0,1,0,0,1,0,0,0,1,0,0,0,0,54,0
1564,0,1,0,0,1,0,0,0,0,1,0,0,0,43,0
1565,0,1,1,0,0,0,0,0,0,1,5,0,0,31,0
1566,0,1,1,0,0,0,0,0,1,0,11,4,1,30,0
1567,0,1,0,0,1,0,0,0,0,1,4,0,1,27,1
1568,0,1,1,0,0,0,0,0,0,1,0,0,0,28,1
1569,0,1,1,0,0,0,0,0,0,1,0,0,0,24,0
1570,0,1,0,0,1,0,0,0,0,1,0,0,0,43,0
1571,0,1,1,0,0,0,0,0,0,1,10,0,0,44,1
1572,0,1,0,0,0,1,0,0,1,0,11,0,0,24,1
1573,0,1,1,0,0,0,0,0,1,0,0,0,0,23,0
1574,0,1,0,0,1,0,0,0,0,1,5,0,0,36,1
1575,0,1,0,0,1,0,0,0,1,0,1,0,0,27,0
1576,0,1,1,0,0,0,0,0,1,0,0,0,0,24,1
1577,0,1,0,0,1,0,0,0,0,1,0,0,0,66,0
1578,1,0,0,0,1,0,0,0,1,0,3,0,0,36,0
1579,0,1,0,0,0,1,0,0,1,0,9,0,0,53,1
1580,0,1,0,0,1,0,0,0,1,0,1,0,0,23,1
1581,1,0,1,0,0,0,0,0,0,1,0,0,0,22,1
1582,0,1,0,0,0,1,0,0,1,0,1,0,0,25,0
1583,0,1,1,0,0,0,0,0,1,0,4,0,0,56,0
1584,0,1,0,1,0,0,0,0,1,0,1,0,0,51,1
1585,1,0,1,0,0,0,0,0,0,1,3,0,0,58,0
1586,0,1,0,0,1,0,0,0,0,1,3,0,1,24,0
1587,0,1,1,0,0,0,0,0,1,0,0,0,0,22,1
1588,0,1,0,0,1,0,0,0,0,1,0,0,0,39,0
1589,0,1,0,0,0,1,0,0,1,0,3,0,0,20,1
1590,0,1,0,0,1,0,0,0,1,0,10,0,0,46,1
1591,0,1,0,0,1,0,0,0,1,0,1,0,0,38,1
1592,0,1,0,0,1,0,0,0,0,1,0,0,0,23,1
1593,0,1,0,0,0,0,0,1,1,0,6,0,0,39,0
1594,0,1,1,0,0,0,0,0,1,0,0,0,0,25,0
1595,0,1,1,0,0,0,0,0,1,0,19,0,0,31,1
1596,1,0,1,0,0,0,0,0,0,1,1,0,0,25,1
1597,0,1,1,0,0,0,0,0,1,0,6,0,0,26,0
1598,0,1,1,0,0,0,0,0,1,0,2,0,0,25,0
1599,0,1,0,0,1,0,0,0,1,0,11,0,0,37,1
1600,0,1,1,0,0,0,0,0,1,0,0,0,0,36,0
1601,0,1,1,0,0,0,0,0,1,0,1,0,0,26,1
1602,0,1,0,0,0,0,0,1,1,0,3,0,2,21,1
1603,0,1,1,0,0,0,0,0,1,0,7,0,0,35,1
1604,0,1,1,0,0,0,0,0,1,0,2,0,0,22,1
1605,0,1,0,0,1,0,0,0,1,0,0,0,0,25,0
1606,0,1,0,0,0,1,0,0,0,1,0,0,0,36,0
1607,0,1,1,0,0,0,0,0,0,1,2,0,0,24,1
1608,0,1,1,0,0,0,0,0,1,0,0,0,0,21,1
1609,0,1,0,0,1,0,0,0,1,0,15,2,0,32,1
1610,0,1,1,0,0,0,0,0,0,1,2,0,0,33,1
1611,0,1,1,0,0,0,0,0,1,0,10,0,0,33,1
1612,0,1,0,0,1,0,0,0,0,1,0,0,0,29,0
1613,0,1,0,0,1,0,0,0,1,0,8,0,0,50,0
1614,0,1,1,0,0,0,0,0,1,0,14,0,0,33,1
1615,0,1,1,0,0,0,0,0,1,0,13,0,1,37,1
1616,0,1,1,0,0,0,0,0,1,0,9,0,0,27,1
1617,0,1,1,0,0,0,0,0,0,1,0,0,0,27,0
1618,0,1,0,0,0,1,0,0,0,1,1,0,0,21,1
1619,0,1,1,0,0,0,0,0,1,0,1,0,0,58,0
1620,0,1,1,0,0,0,0,0,1,0,4,0,0,27,0
1621,0,1,0,0,1,0,0,0,1,0,1,0,0,28,1
1622,1,0,0,0,1,0,0,0,0,1,0,0,0,31,0
1623,0,1,1,0,0,0,0,0,0,1,3,0,0,24,0
1624,0,1,1,0,0,0,0,0,1,0,6,0,0,26,1
1625,0,1,0,0,1,0,0,0,0,1,0,0,0,43,0
1626,0,1,1,0,0,0,0,0,1,0,3,0,0,22,1
1627,0,1,1,0,0,0,0,0,1,0,0,0,0,23,0
1628,0,1,0,0,1,0,0,0,0,1,0,0,0,42,0
1629,0,1,1,0,0,0,0,0,0,1,18,0,3,30,0
1630,0,1,1,0,0,0,0,0,1,0,1,0,0,29,0
1631,0,1,0,0,1,0,0,0,1,0,2,0,0,38,1
1632,0,1,0,0,1,0,0,0,0,1,3,0,0,26,0
1633,0,1,1,0,0,0,0,0,0,1,5,0,0,51,0
1634,0,1,0,0,0,0,0,1,0,1,0,0,0,36,0
1635,0,1,0,0,0,1,0,0,0,1,0,0,0,62,0
1636,0,1,1,0,0,0,0,0,1,0,0,0,0,23,1
1637,0,1,1,0,0,0,0,0,1,0,7,0,0,34,1
1638,0,1,1,0,0,0,0,0,0,1,1,0,0,35,0
1639,0,1,0,0,1,0,0,0,1,0,0,0,0,22,0
1640,0,1,1,0,0,0,0,0,0,1,10,0,0,29,1
1641,0,1,1,0,0,0,0,0,1,0,0,0,0,40,0
1642,0,1,1,0,0,0,0,0,1,0,2,0,0,36,0
1643,0,1,1,0,0,0,0,0,1,0,8,0,0,26,1
1644,0,1,1,0,0,0,0,0,1,0,1,0,0,25,1
1645,0,1,0,0,1,0,0,0,0,1,0,0,0,69,0
1646,0,1,1,0,0,0,0,0,1,0,1,0,1,27,0
1647,0,1,0,0,1,0,0,0,1,0,0,0,0,20,1
1648,0,1,1,0,0,0,0,0,1,0,1,0,0,27,0
1649,1,0,1,0,0,0,0,0,0,1,6,0,0,24,0
1650,0,1,0,0,1,0,0,0,1,0,0,0,0,42,0
1651,0,1,0,0,1,0,0,0,1,0,1,0,0,25,0
1652,0,1,1,0,0,0,0,0,1,0,0,0,0,25,0
1653,0,1,1,0,0,0,0,0,1,0,0,0,0,22,0
1654,0,1,0,0,1,0,0,0,1,0,0,0,0,21,0
1655,0,1,1,0,0,0,0,0,0,1,1,0,0,30,0
1656,0,1,0,0,1,0,0,0,0,1,9,0,0,46,0
1657,0,1,1,0,0,0,0,0,0,1,2,0,0,26,0
1658,0,1,1,0,0,0,0,0,1,0,0,0,0,33,1
1659,0,1,1,0,0,0,0,0,0,1,1,0,0,40,0
1660,0,1,0,0,1,0,0,0,1,0,0,0,0,34,0
1661,0,1,0,0,1,0,0,0,1,0,1,0,0,22,1
1662,0,1,0,0,0,1,0,0,0,1,3,0,0,28,0
1663,0,1,1,0,0,0,0,0,0,1,4,0,0,31,1
1664,0,1,0,0,1,0,0,0,0,1,3,0,0,59,1
1665,0,1,0,0,0,0,1,0,1,0,0,0,0,37,0
1666,0,1,1,0,0,0,0,0,1,0,0,0,0,50,0
1667,0,1,1,0,0,0,0,0,1,0,8,0,0,57,1
1668,0,1,1,0,0,0,0,0,0,1,5,0,0,31,0
1669,0,1,1,0,0,0,0,0,1,0,9,0,0,44,0
1670,0,1,1,0,0,0,0,0,1,0,5,0,0,48,1
1671,1,0,0,0,1,0,0,0,1,0,0,0,0,25,0
1672,0,1,1,0,0,0,0,0,0,1,5,0,0,51,0
1673,0,1,0,0,1,0,0,0,1,0,0,0,0,50,1
1674,0,1,0,0,1,0,0,0,1,0,2,0,0,57,0
1675,0,1,0,0,1,0,0,0,0,1,0,0,0,55,0
1676,0,1,1,0,0,0,0,0,1,0,4,0,0,59,1
1677,1,0,1,0,0,0,0,0,1,0,0,0,0,42,0
1678,0,1,0,0,0,1,0,0,1,0,2,2,0,20,1
1679,0,1,0,0,0,0,0,1,1,0,0,0,0,21,0
1680,0,1,1,0,0,0,0,0,1,0,21,0,0,32,1
1681,1,0,0,0,0,1,0,0,0,1,0,0,0,24,0
1682,0,1,1,0,0,0,0,0,1,0,1,0,0,42,0
1683,0,1,1,0,0,0,0,0,1,0,8,0,0,29,1
1684,0,1,1,0,0,0,0,0,1,0,1,0,0,21,0
1685,0,1,0,0,1,0,0,0,0,1,0,0,0,58,0
1686,0,1,1,0,0,0,0,0,1,0,1,0,0,22,1
1687,0,1,0,0,1,0,0,0,0,1,1,0,0,46,1
1688,0,1,0,0,1,0,0,0,0,1,0,0,0,50,1
1689,0,1,1,0,0,0,0,0,1,0,2,0,0,46,0
1690,1,0,1,0,0,0,0,0,1,0,11,0,1,44,1
1691,0,1,1,0,0,0,0,0,0,1,4,0,0,35,0
1692,0,1,1,0,0,0,0,0,1,0,14,0,1,30,1
1693,0,1,1,0,0,0,0,0,1,0,2,0,0,42,0
1694,0,1,1,0,0,0,0,0,1,0,5,0,0,46,1
1695,0,1,1,0,0,0,0,0,1,0,0,0,0,42,1
1696,0,1,0,0,1,0,0,0,1,0,7,0,0,29,1
1697,0,1,1,0,0,0,0,0,1,0,8,0,0,32,0
1698,0,1,0,0,0,0,0,1,1,0,5,0,0,31,0
1699,1,0,1,0,0,0,0,0,0,1,1,0,0,33,0
1700,0,1,0,0,1,0,0,0,1,0,4,0,0,25,0
1701,1,0,1,0,0,0,0,0,0,1,0,0,0,33,0
1702,0,1,0,0,0,1,0,0,1,0,1,0,0,21,0
1703,0,1,0,0,1,0,0,0,1,0,1,0,0,35,1
1704,0,1,1,0,0,0,0,0,1,0,1,0,0,56,0
1705,0,1,0,0,1,0,0,0,0,1,0,0,0,38,1
1706,1,0,1,0,0,0,0,0,0,1,4,0,0,40,0
1707,0,1,1,0,0,0,0,0,1,0,4,0,0,28,0
1708,0,1,1,0,0,0,0,0,0,1,0,0,0,51,0
1709,0,1,1,0,0,0,0,0,0,1,2,0,0,35,0
1710,0,1,1,0,0,0,0,0,1,0,5,0,0,61,0
1711,0,1,1,0,0,0,0,0,1,0,0,0,0,25,0
1712,0,1,1,0,0,0,0,0,1,0,4,0,0,25,1
1713,0,1,1,0,0,0,0,0,0,1,0,0,0,26,0
1714,0,1,0,0,1,0,0,0,0,1,1,0,0,42,0
1715,1,0,1,0,0,0,0,0,1,0,1,0,0,25,0
1716,0,1,1,0,0,0,0,0,0,1,13,0,1,26,1
1717,0,1,1,0,0,0,0,0,1,0,9,0,0,31,0
1718,0,1,0,0,1,0,0,0,1,0,1,0,0,35,0
1719,0,1,0,0,1,0,0,0,1,0,0,0,0,34,0
1720,1,0,0,0,1,0,0,0,0,1,1,0,0,33,0
1721,0,1,1,0,0,0,0,0,1,0,3,0,0,30,0
1722,1,0,1,0,0,0,0,0,0,1,7,0,0,50,0
1723,0,1,1,0,0,0,0,0,1,0,0,0,0,21,0
1724,0,1,0,0,0,1,0,0,1,0,16,0,0,31,1
1725,0,1,1,0,0,0,0,0,1,0,2,0,0,31,1
1726,1,0,1,0,0,0,0,0,0,1,0,0,0,23,0
1727,0,1,1,0,0,0,0,0,1,0,1,0,0,25,0
1728,1,0,0,0,1,0,0,0,1,0,1,0,0,24,0
1729,0,1,1,0,0,0,0,0,0,1,13,0,0,31,1
1730,0,1,1,0,0,0,0,0,1,0,0,0,0,60,0
1731,0,1,1,0,0,0,0,0,1,0,2,0,0,30,0
1732,1,0,0,0,0,0,0,1,0,1,0,0,0,32,0
1733,0,1,0,0,1,0,0,0,0,1,0,0,0,46,0
1734,0,1,0,0,1,0,0,0,0,1,0,0,0,21,1
1735,0,1,1,0,0,0,0,0,1,0,0,0,0,35,0
1736,0,1,0,0,0,1,0,0,1,0,2,0,0,34,1
1737,0,1,0,1,0,0,0,0,1,0,2,0,0,41,1
1738,0,1,1,0,0,0,0,0,1,0,1,0,0,23,1
1739,0,1,1,0,0,0,0,0,1,0,3,0,0,23,1
1740,0,1,1,0,0,0,0,0,0,1,2,0,0,28,0
1741,0,1,0,0,0,1,0,0,1,0,0,0,0,21,1
1742,0,1,0,0,1,0,0,0,0,1,2,0,0,46,0
1743,0,1,1,0,0,0,0,0,1,0,1,0,0,56,0
1744,0,1,0,0,0,1,0,0,1,0,8,0,0,40,1
1745,0,1,0,0,0,1,0,0,1,0,5,0,0,30,1
1746,0,1,1,0,0,0,0,0,0,1,1,0,0,24,1
1747,1,0,0,0,1,0,0,0,0,1,0,0,0,33,0
1748,0,1,0,0,1,0,0,0,0,1,2,0,0,48,0
1749,0,1,1,0,0,0,0,0,1,0,11,0,0,33,1
1750,0,1,0,0,0,1,0,0,1,0,0,0,0,25,0
1751,0,1,1,0,0,0,0,0,1,0,7,0,1,30,1
1752,0,1,0,0,0,1,0,0,1,0,0,0,0,37,1
1753,1,0,0,0,1,0,0,0,1,0,7,0,0,43,0
1754,0,1,0,0,1,0,0,0,1,0,0,0,0,32,0
1755,0,1,0,0,0,0,0,1,1,0,3,0,0,33,0
1756,0,1,0,0,0,0,0,1,1,0,4,0,1,39,1
1757,0,1,0,0,1,0,0,0,1,0,4,0,0,49,0
1758,0,1,0,0,1,0,0,0,1,0,0,0,0,24,0
1759,0,1,1,0,0,0,0,0,1,0,1,0,0,26,0
1760,0,1,0,0,1,0,0,0,1,0,0,0,0,42,0
1761,0,1,1,0,0,0,0,0,1,0,1,0,0,22,1
1762,0,1,0,0,0,1,0,0,1,0,0,0,0,36,0
1763,0,1,0,0,1,0,0,0,0,1,7,0,0,29,1
1764,0,1,0,0,1,0,0,0,0,1,0,0,0,39,0
1765,0,1,1,0,0,0,0,0,1,0,13,0,2,27,1
1766,0,1,0,0,1,0,0,0,1,0,2,0,0,38,1
1767,0,1,0,0,1,0,0,0,1,0,0,0,0,20,1
1768,0,1,1,0,0,0,0,0,1,0,4,2,0,25,1
1769,0,1,0,0,1,0,0,0,0,1,0,0,0,53,0
1770,1,0,1,0,0,0,0,0,0,1,0,0,0,27,1
1771,0,1,0,0,0,0,0,1,1,0,0,0,0,21,1
1772,0,1,0,0,1,0,0,0,0,1,1,0,0,50,1
1773,0,1,1,0,0,0,0,0,1,0,4,0,0,41,0
1774,0,1,0,0,1,0,0,0,1,0,5,0,0,22,1
1775,0,1,0,0,1,0,0,0,1,0,0,0,0,22,1
1776,0,1,1,0,0,0,0,0,1,0,2,0,0,25,0
1777,0,1,1,0,0,0,0,0,1,0,1,0,0,42,1
1778,0,1,0,0,0,0,0,1,1,0,2,0,0,51,0
1779,0,1,1,0,0,0,0,0,1,0,0,0,0,24,0
1780,0,1,1,0,0,0,0,0,1,0,4,0,0,37,0
1781,0,1,0,0,1,0,0,0,0,1,0,0,0,37,0
1782,1,0,0,0,0,0,0,1,0,1,0,0,0,27,0
1783,0,1,0,0,0,0,0,1,1,0,0,0,0,21,0
1784,0,1,1,0,0,0,0,0,1,0,1,0,0,35,1
1785,1,0,0,0,1,0,0,0,1,0,0,0,0,24,0
1786,0,1,0,0,1,0,0,0,0,1,2,0,0,49,0
1787,0,1,1,0,0,0,0,0,1,0,9,0,0,38,0
1788,0,1,0,0,0,0,0,1,0,1,0,0,0,61,0
1789,1,0,1,0,0,0,0,0,0,1,0,0,0,30,0
1790,0,1,1,0,0,0,0,0,1,0,3,0,0,22,0
1791,0,1,1,0,0,0,0,0,1,0,0,0,0,25,1
1792,1,0,0,0,0,1,0,0,0,1,3,0,0,30,1
1793,0,1,0,0,1,0,0,0,0,1,0,0,0,52,0
1794,0,1,0,0,1,0,0,0,1,0,0,0,0,26,0
1795,0,1,0,0,0,0,0,1,0,1,0,0,0,26,0
1796,0,1,0,0,1,0,0,0,1,0,9,0,0,45,1
1797,0,1,1,0,0,0,0,0,1,0,0,0,0,20,1
1798,0,1,1,0,0,0,0,0,1,0,4,0,0,29,0
1799,0,1,0,0,1,0,0,0,1,0,1,0,0,43,1
1800,0,1,0,0,1,0,0,0,1,0,2,0,0,26,0
1801,1,0,1,0,0,0,0,0,1,0,4,0,0,46,0
